Theorem,Statement,Proof,References
5.14,"On every compact group $G$ exists a unique regular Borel probability measure $m$ which is left-invariant, in the sense that

$$
\int_{G} f d m=\int_{G}\left(L_{s} f\right) d m \quad[s \in G, f \in C(G)]
$$

This $m$ is also right-invariant:

$$
\int_{G} f d m=\int_{G}\left(R_{s} f\right) d m \quad[s \in G, f \in C(G)]
$$

and it satisfies the relation

$$
\int_{G} f(x) d m(x)=\int_{G} f\left(x^{-1}\right) d m(x) \quad[f \in C(G)]
$$

This $m$ is called the Haar measure of $G$.","The operators $L_{s}$ satisfy $L_{s} L_{t}=L_{t s}$, because  $$ \left(L_{s} L_{t} f\right)(x)=\left(L_{t} f\right)(s x)=f(t s x)=\left(L_{t s} f\right)(x) $$  Since each $L_{s}$ is an isometry of $C(G)$ onto itself, $\left\{L_{s}: s \in G\right\}$ is an equicontinuous group of linear operators on $C(G)$. If $f \in C(G)$, let $K_{f}$ be the closure of $H_{L}(f)$. By Theorem 5.13, $K_{f}$ is compact. It is obvious that $L_{s}\left(K_{f}\right)=K_{f}$ for every $s \in G$. The fixed point theorem 5.11 now implies that $K_{f}$ contains a function $\phi$ such that $L_{s} \phi=\phi$ for every $s \in G$. In particular, $\phi(s)=\phi(e)$, so that $\phi$ is constant. By the definition of $K_{f}$, this constant can be uniformly approximated by functions in $H_{L}(f)$.  So far we have proved that to each $f \in C(G)$ corresponds at least one constant $c$ which can be uniformly approximated by convex combinations of left translates of $f$. Likewise, there is a constant $c^{\prime}$ which bears the same relation to the right translates of $f$. We claim that $c^{\prime}=c$.  To prove this, pick $\varepsilon>0$. There exist finite sets $\left\{a_{i}\right\}$ and $\left\{b_{j}\right\}$ in $G$, and there exist numbers $\alpha_{i}>0, \beta_{j}>0$, with $\sum \alpha=1=\sum \beta_{j}$, such that  $$ \left|c-\sum_{i} \alpha_{i} f\left(a_{i} x\right)\right|<\varepsilon \quad(x \in G) $$  and  $$ \left|c^{\prime}-\sum_{j} \beta_{j} f\left(x b_{j}\right)\right|<\varepsilon \quad(x \in G) $$  Put $x=b_{j}$ in (4); multiply (4) by $\beta_{j}$, and add with respect to $j$. The result is  $$ \left|c-\sum_{i, j} \alpha_{i} \beta_{j} f\left(a_{i} b_{j}\right)\right|<\varepsilon $$  Put $x=a_{i}$ in (5), multiply (5) by $\alpha_{i}$, and add with respect to $i$, to obtain  $$ \left|c^{\prime}-\sum_{i, j} \alpha_{i} \beta_{j} f\left(a_{i} b_{j}\right)\right|<\varepsilon $$  Now (6) and (7) imply that $c=c^{\prime}$.  It follows that to each $f \in C(G)$ corresponds a unique number, which we shall write $M f$, which can be uniformly approximated by convex combinations of left translates of $f$; the same $M f$ is also the unique number that can be uniformly approximated by convex combinations of right translates of $f$. The following properties of $M$ are obvious:  $$ \begin{aligned} M f & \geq 0 \quad \text { if } f \geq 0 \\ M 1 & =1 . \\ M(\alpha f) & =\alpha M f \quad \text { if } \alpha \text { is a scalar. } \\ M\left(L_{s} f\right) & =M f=M\left(R_{s} f\right) \quad \text { for every } s \in G \end{aligned} $$  We now prove that  $$ M(f+g)=M f+M g $$  Pick $\varepsilon>0$. Then  $$ \left|M f-\sum_{i} \alpha_{i} f\left(a_{i} x\right)\right|<\varepsilon \quad(x \in G) $$  for some finite set $\left\{a_{i}\right\} \subset G$ and for some numbers $\alpha_{i}>0$ with $\sum \alpha_{i}=1$. Define  $$ h(x)=\sum_{i} \alpha_{i} g\left(a_{i} x\right) $$  Then $h \in K_{g}$, hence $K_{h} \subset K_{g}$, and since each of these sets contains a unique constant function, we have $M h=M g$. Hence there is a finite set $\left\{b_{j}\right\} \subset G$, and there are numbers $\beta_{j}>0$ with $\sum \beta_{j}=1$, such that  $$ \left|M g-\sum_{j} \beta_{j} h\left(b_{j} x\right)\right|<\varepsilon \quad(x \in G) $$  by (14), this gives  $$ \left|M g-\sum_{i, j} \alpha_{i} \beta_{j} g\left(a_{i} b_{j} x\right)\right|<\varepsilon \quad(x \in G) $$  Replace $x$ by $b_{j} x$ in (13), multiply (13) by $\beta_{j}$, and add with respect to $j$, to obtain  $$ \left|M f-\sum_{i, j} \alpha_{i} \beta_{j} f\left(a_{i} b_{j} x\right)\right|<\varepsilon \quad(x \in G) $$  Thus  $$ \left|M f+M g-\sum_{i, j} \alpha_{i} \beta_{j}(f+g)\left(a_{i} b_{j} x\right)\right|<2 \varepsilon \quad(x \in G) $$  Since $\sum \alpha_{i} \beta_{j}=1,(18)$ implies (12).  The Riesz representation theorem, combined with (8), (9), (10), and (12), yields a regular Borel probability measure $m$ that satisfies  $$ M f=\int_{G} f d m \quad(f \in C(G)) $$  properties (1) and (2) follow now from (11).  To prove uniqueness, let $\mu$ be a regular Borel probability measure on $G$ which is left-invariant. Since $m$ is right-invariant, we have, for every $f \in C(G)$,  $$ \begin{aligned} \int_{G} f d \mu & =\int_{G} d m(y) \int_{G} f(y x) d \mu(x) \\ & =\int_{G} d \mu(x) \int_{G} f(y x) d m(y)=\int_{G} f d m . \end{aligned} $$  Hence $\mu=m$.  The proof of (3) is similar. Put $g(x)=f\left(x^{-1}\right)$. Then  $$ \int_{G} d m(y) \int_{G} g\left(x y^{-1}\right) d m(x)=\int_{G} d m(x) \int_{G} f\left(y x^{-1}\right) d m(y) $$  The two inner integrals are independent of $y$ and $x$, respectively. Hence $\int g d m=\int f d m$.","Let $G$ be a compact group, suppose $f \in C(G)$, and define $H_{L}(f)$ to be the convex hull of the set of all left translates of $f$: $s \rightarrow L_{s}$ f is a continuous map from $G$ into $C(G)$;Let $G$ be a compact group, suppose $f \in C(G)$, and define $H_{L}(f)$ to be the convex hull of the set of all left translates of $f$: the closure of $H_{L}(f)$ is compact in $C(G)$;  ;  ; "
5.2,"Suppose $0<p<\infty$, and

(a) $\mu$ is a probability measure on a measure space $\Omega$.

(b) $S$ is a closed subspace of $L^{p}(\mu)$.

(c) $S \subset L^{\infty}(\mu)$.

Then $S$ is finite-dimensional.","Let $j$ be the identity map that takes $S$ into $L^{\infty}$, where $S$ is given the $L^{p}$-topology, so that $S$ is complete. If $\left\{f_{n}\right\}$ is a sequence in $S$ such that $f_{n} \rightarrow f$ in $S$ and $f_{n} \rightarrow g$ in $L^{\infty}$, it is obvious that $f=g$ a.e. Hence $j$ satisfies the hypotheses of the closed graph theorem, and we conclude that there is a constant $K<\infty$ such that  $$ \|f\|_{\infty} \leq K\|f\|_{p} $$  for all $f \in S$. As usual, $\|f\|_{p}$ means $\left(\int|f|^{p} d \mu\right)^{1 / p}$, and $\|f\|_{\infty}$ is the essential supremum of $|f|$. If $p \leq 2$ then $\|f\|_{p} \leq\|f\|_{2}$. If $2<p<\infty$, integration of the inequality  $$ |f|^{p} \leq\|f\|_{\infty}^{p-2}|f|^{2} $$  leads to $\|f\|_{\infty} \leq K^{p / 2}\|f\|_{2}$. In either case, we have a constant $M<\infty$ such that  $$ \|f\|_{\infty} \leq M\|f\|_{2} \quad(f \in S) . $$  In the rest of the proof we shall deal with individual functions, not with equivalence classes modulo null sets.  Let $\left\{\phi_{1}, \ldots, \phi_{n}\right\}$ be an orthonormal set in $S$, regarded as a subspace of $L^{2}$. Let $Q$ be a countable dense subset of the euclidean unit ball $B$ of $\mathcal{C}^{n}$. If $c=\left(c_{1}, \ldots, c_{n}\right) \in B$, define $f_{c}=\sum c_{i} \phi_{i}$. Then $\left\|f_{c}\right\|_{2} \leq 1$, and so $\left\|f_{c}\right\|_{\infty} \leq M$. Since $Q$ is countable, there is a set $\Omega^{\prime} \subset \Omega$, with $\mu\left(\Omega^{\prime}\right)=1$, such that $\left|f_{c}(x)\right| \leq M$ for every $c \in Q$ and for every $x \in \Omega^{\prime}$. If $x$ is fixed, $c \rightarrow\left|f_{c}(x)\right|$ is a continuous function on $B$. Hence $\left|f_{c}(x)\right| \leq M$ whenever $c \in B$ and $x \in \Omega^{\prime}$. It follows that $\sum\left|\phi_{i}(x)\right|^{2} \leq$ $M^{2}$ for every $x \in \Omega^{\prime}$. Integration of this inequality gives $n \leq M^{2}$. We conclude that $\operatorname{dim} S \leq M^{2}$. This proves the theorem.",
5.23,"If $K$ is a nonempty compact convex set in a topological vector space $X$ and $\mathscr{F}$ is a commuting family of continuous affine maps taking $K$ into $K$, then there exists a point $p \in K$ such that $T p=p$ for every $T \in \mathscr{F}$.","For $T \in \mathscr{F}$, put $T^{1}=T, T^{n+1}=T \circ T^{n}$, for $n=1,2,3, \ldots$ The fact that the averages  $$ T_{n}=\frac{1}{n}\left(I+T+T^{2}+\cdots+T^{n-1}\right) $$  are also affine maps of $K$ into $K$ leads to the conclusion that any two of them (with possibly different $T$ 's and different $n$ 's) commute with each other.  Let $\mathscr{F}^{*}$ be the semigroup generated by the maps (1). Thus $\mathscr{F} *$ is the collection of all compositions of finitely many averages (1). If $f$, $g \in \mathscr{F}^{*}$, and $h=f \circ g=g \circ f$, then $h \in \mathscr{F}$. Since $f(g(K)) \subset f(K)$ and $g(f(K)) \subset g(K)$, we see that  $$ f(K) \cap g(K) \supset h(K) $$  Induction shows therefore that the collection $\{f(K): f \in \mathscr{F} *\}$ has the finite intersection property. Since each $f(K)$ is compact, there is a point $p \in K$ which lies in $f(K)$ for every $f \in \mathscr{F} *$.  Now fix $T \in \mathscr{F}$ and let $V$ be a neighborhood of 0 in $X$. For every $n \geq 1, p \in T_{n}(K)$, since $T_{n} \in \mathscr{F}^{*}$. This means that there exist points $x_{n} \in K$ such that  $$ p=\frac{1}{n}\left(x_{n}+T x_{n}+\cdots+T^{n-1} x_{n}\right) $$  But then  $$ p-T p=\frac{1}{n}\left(x_{n}-T^{n} x_{n}\right) \in \frac{1}{n}(K-K) $$  and $K-K \subset n V$ for all sufficiently large $n$, because $K-K$ is compact and therefore bounded. Thus $p-T p \in V$, for every neighborhood $V$ of 0 . This forces $p-T p$ to be 0 .",
5.24,"Suppose that $Y$ is a subspace of a normed linear space $X, f \in Y^{*}, \Gamma \subset \mathscr{B}(X)$, and that

(a) $T(Y) \subset Y$ and $S T=T S$ for all $S, T \in \Gamma$,

(b) $f \circ T=f$, for every $T \in \Gamma$.

Then there exists $F \in X^{*}$ such that $F=f$ on $Y,\|F\|=\|f\|$, and $F \circ T=F$ for every $T \in \Gamma$.","Assume that $\|f\|=1$, without loss of generality. Define  $$ K=\left\{\Lambda \in X^{*}:\|\Lambda\| \leq 1, \Lambda=f \text { on } Y\right\} $$  It is clear that $K$ is convex. The Hahn-Banach theorem implies that $K$ is not empty. Since $K$ is weak*-closed, the Banach-Alaoglu theorem shows that $K$ is a weak*-compact subset of $X^{*}$. For every $T \in \Gamma$, the map  $$ \Lambda \rightarrow \Lambda \circ T $$  is an affine map of $K$ into $K$ which is weak*-continuous (as we will see in a moment). Theorem 5.23 shows therefore that some $F \in K$ satisfies $F \circ T=F$ for every $T \in \Gamma$.  To finish, we show that (2) is a weak*-continuous map of $X^{*}$ into $X^{*}$, for every $T \in \mathscr{B}(X)$. Fix $\Lambda_{1} \in X^{*}$, let  $$ V=\left\{L \in X^{*}:\left|L x_{i}-\left(\Lambda_{1} T\right) x_{i}\right|<\varepsilon, 1 \leq i \leq n\right\} $$  be a typical weak*-neighborhood of $\Lambda_{1} T$, determined by $x_{1}, \ldots$, $x_{n} \in X$ and $\varepsilon>0$. Then  $$ W=\left\{\Lambda \in X^{*}:\left|\Lambda\left(T x_{i}\right)-\Lambda_{1}\left(T x_{i}\right)\right|<\varepsilon, 1 \leq i \leq n\right\} $$  is a weak*-neighborhood of $\Lambda_{1}$, and if $\Lambda \in W$, it is clear that $\Lambda T \in V$.","If $K$ is a nonempty compact convex set in a topological vector space $X$ and $\mathscr{F}$ is a commuting family of continuous affine maps taking $K$ into $K$, then there exists a point $p \in K$ such that $T p=p$ for every $T \in \mathscr{F}$.;  ;  ; "
5.25,"If $G$ is an abelian group (with + as group operation) and $\mathscr{M}$ is the collection of all subsets of $G$ (the ""power set"" of $G$ ), then there is a function $\mu: \mathscr{M} \rightarrow[0,1]$ such that

(a) $\mu\left(E_{1} \cup E_{2}\right)=\mu\left(E_{1}\right)+\mu\left(E_{2}\right)$ if $E_{1} \cap E_{2}=\varnothing$,

(b) $\mu(E+a)=\mu(E)$ for all $E \in \mathscr{M}, a \in G$, and

(c) $\mu(G)=1$.","This is trivial if $G$ is finite. So assume $G$ is infinite, and let $\ell^{\infty}(G)$ be the Banach space of all bounded complex functions on $G$, with the supremum norm.  Let $Y$ be the space of all $f \in \ell^{\infty}(G)$ which have a limit, call it $\Lambda f$, at $\infty$. This means that, if $f \in Y$ and $\varepsilon>0$, then there is a finite set $E \subset G$ so that $|\Lambda f-f(x)|<\varepsilon$ for all $x$ outside $E$. Note that $\Lambda \in Y^{*}$ and that $\|\Lambda\|=1$.  Let $\Gamma$ be the set of all translation operators $\tau_{a}$, for $a \in G$, defined by  $$ \left(\tau_{a} f\right)(x)=f(x-a) . $$  Since $G$ is abelian, any two members of $\Gamma$ commute; each $\tau_{a}$ is a linear isometry of $\ell^{\infty}(G)$; and it is clear that $\tau_{a}(Y) \subset Y$ and that $\Lambda \tau_{a}=\Lambda$ on $Y$.  The hypotheses of Theorem 5.24 are thus satisfied, with $X=\ell^{\infty}(G)$. We conclude that there exists an extension $L$ of $\Lambda$, a linear functional of norm 1 on $\ell^{\infty}(G)$, which satisfies  $$ L f=\Lambda f \quad \text { for every } f \in Y $$  and  $$ L \tau_{a} f=L f \quad \text { for every } f \in l^{\infty}(G) $$  If we now define $\mu(E)=L \chi_{E}$ (where $\chi_{E}$ is the characteristic function of $E \subset G$ ), then (a) holds because $\chi_{E_{1}}+\chi_{E_{2}}=\chi_{E_{1} \cup E_{2}}$ if $E_{1} \cap E_{2}=\varnothing$, and $L$ is linear, and $(b)$ holds because  $$ \chi_{E+a}(x)=\chi_{E}(x-a)=\tau_{a} \chi_{E}(x) $$  It remains to be shown that $0 \leq \mu(E) \leq 1$ for every $E \subset G$. This is done by the following lemma, since $\Lambda$ (hence also $L$ ) preserves constants: If $f(x)=c$ for all $x \in G$, then $f \in Y$ and $\Lambda f=c$.","Suppose that $Y$ is a subspace of a normed linear space $X, f \in Y^{*}, \Gamma \subset \mathscr{B}(X)$, and that

(a) $T(Y) \subset Y$ and $S T=T S$ for all $S, T \in \Gamma$,

(b) $f \circ T=f$, for every $T \in \Gamma$.

Then there exists $F \in X^{*}$ such that $F=f$ on $Y,\|F\|=\|f\|$, and $F \circ T=F$ for every $T \in \Gamma$.;  ;  ; "
5.26,"Suppose that $X$ is a normed linear space of bounded functions, with the supremum norm, and that $L$ is a linear functional on $X$, such that

$$
\|L\|=L(1)=1 \text {. }
$$

Then $0 \leq L f \leq 1$ if $f \in X$ and $0 \leq f \leq 1$.","Put $L f=\alpha+i \beta$. For every real $t$,  $$ L\left(f-\frac{1}{2}+i t\right)=\alpha-\frac{1}{2}+i(\beta+t) $$  Since $\left\|f-\frac{1}{2}\right\| \leq \frac{1}{2}$, it follows that  $$ \left(\alpha-\frac{1}{2}\right)^{2}+(\beta+t)^{2} \leq\left\|f-\frac{1}{2}+i t\right\|^{2} \leq \frac{1}{4}+t^{2} $$  so that $\alpha^{2}-\alpha+\beta^{2}+2 \beta t \leq 0$ for every real $t$. This forces $\beta=0$, hence $\alpha^{2} \leq \alpha$, hence $0 \leq \alpha \leq 1$.",
5.4,"If $E$ is as in Theorem 5.3 and if

$$
\sum_{-\infty}^{\infty}|a(n)|^{2}=A^{2}<\infty
$$

then there exists $g \in L^{\infty}$ such that $\hat{g}(n)=a(n)$ for every $n \in E$.","If $f \in P_{E}$, the preceding proof shows that  $$ \left|\sum \hat{f}(n) a(n)\right| \leq A\left\{\sum|\hat{f}(n)|^{2}\right\}^{1 / 2}=A\|f\|_{2} \leq 2^{1 / 2} A\|f\|_{1} . $$  Hence $f \rightarrow \sum \hat{f}(n) a(n)$ is a linear functional on $P_{E}$ which is continuous relative to the $L^{1}$-norm. By the Hahn-Banach theorem, this functional has a continuous linear extension to $L^{1}$. Hence there exists $g \in L^{\infty}$ (with $\|g\|_{\infty} \leq 2^{1 / 2} A$ ) such that  $$ \sum_{-\infty}^{\infty} \hat{f}(n) a(n)=\frac{1}{2 \pi} \int_{-\pi}^{\pi} f\left(e^{-i \theta}\right) g\left(e^{i \theta}\right) d \theta \quad\left(f \in P_{E}\right) $$  With $f\left(e^{i \theta}\right)=e^{i n \theta}(n \in E)$, this shows that $\hat{g}(n)=a(n)$.",
5.7,Let $A$ be a closed subalgebra of $C(S)$. Suppose $g \in C(S)$ and $\left.g\right|_{E} \in A_{E}$ for every maximal A-antisymmetric set $E$. Then $g \in A$.,"The annihilator $A^{\perp}$ of $A$ consists of all regular complex Borel measures $\mu$ on $S$ such that $\int f d \mu=0$ for every $f \in A$. Define  $$ K=\left\{\mu \in A^{\perp}:\|\mu\| \leq 1\right\} $$  where $\|\mu\|=|\mu|(S)$. Then $K$ is convex, balanced, and weak*-compact, by $(c)$ of Theorem 4.3. If $K=\{0\}$, then $A^{\perp}=\{0\}$; hence $A=C(S)$, and there is nothing to prove.  Assume $K \neq \{0\}$, and let $\mu$ be an extreme point of $K$. Clearly, $\|\mu\|=1$. Let $E$ be the support of $\mu$; this means that $E$ is compact, that $|\mu|(E)=\|\mu\|$, and that $E$ is the smallest set with these two properties.  We claim: $E$ is antisymmetric.  Consider an $f \in A$ with $\left.f\right|_{E}$ real; without loss of generality, $-1<f<1$ on $E$. Define measures $\sigma$ and $\tau$ by  $$ d \sigma=\frac{1}{2}(1+f) d \mu, \quad d \tau=\frac{1}{2}(1-f) d \mu $$  Since $A$ is an algebra, $\sigma \in A^{\perp}$ and $\tau \in A^{\perp}$. Since $1+f$ and $1-f$ are positive on $E,\|\sigma\|>0,\|\tau\|>0$, and  $$ \|\sigma\|+\|\tau\|=\frac{1}{2} \int_{E}(1+f) d|\mu|+\frac{1}{2} \int_{E}(1-f) d|\mu|=|\mu|(E)=1 $$  This shows that $\mu$ is a convex combination of the measures $\sigma_{1}=$ $\sigma /\|\sigma\|$ and $\tau_{1}=\tau /\|\tau\|$. Both of these are in $K$. Since $\mu$ is extreme in $K$, $\mu=\sigma_{1}$. In other words,  $$ \frac{1}{2}(1+f) d \mu=\|\sigma\| d \mu $$  Therefore $f=2\|\sigma\|-1$ on $E$, i.e., $\left.f\right|_{E}$ is constant.  This proves our claim.  If $g$ satisfies the hypothesis of the theorem, it follows that $\int g d \mu=0$ for every $\mu$ that is extreme in $K$, hence for every $\mu$ in the convex hull of these extreme points. Since $\mu \rightarrow \int g d \mu$ is a weak*- continuous function on $K$, the Krein-Milman theorem implies that $\int g d \mu=0$ for every $\mu \in K$, hence for every $\mu \in A^{\perp}$.  Every continuous linear functional on $C(S)$ that annihilates $A$ thus also annihilates $g$. Hence $g \in A$, by the Hahn-Banach separation theorem.","Suppose $B$ is the closed unit ball of a normed space $X$. Define

$$
\left\|x^{*}\right\|=
\sup \left\{\left|\left\langle x, x^{*}\right\rangle\right|: x \in B\right\}
$$

for every $x^{*} \in X^{*}$: This norm makes $X^{*}$ into a Banach space.;Suppose $B$ is the closed unit ball of a normed space $X$. Define

$$
\left\|x^{*}\right\|=
\sup \left\{\left|\left\langle x, x^{*}\right\rangle\right|: x \in B\right\}
$$

for every $x^{*} \in X^{*}$: Let $B^{*}$ be the closed unit ball of $X^{*}$. For every $x \in X$,

$$
\|x\|=
\sup \left\{\left|\left\langle x, x^{*}\right\rangle\right|: x^{*} \in B^{*}\right\} .
$$

Consequently, $x^{*} \rightarrow\left\langle x, x^{*}\right\rangle$ is a bounded linear functional on $X^{*}$, of norm $\|x\|$.;Suppose $B$ is the closed unit ball of a normed space $X$. Define

$$
\left\|x^{*}\right\|=
\sup \left\{\left|\left\langle x, x^{*}\right\rangle\right|: x \in B\right\}
$$

for every $x^{*} \in X^{*}$: $B^{*}$ is weak*-compact.;  ;  ; "
5.8,"Suppose

(a) $K$ is a compact subset of $R^{n} \times \mathscr{C}$ and

(b) if $t=\left(t_{1}, \ldots, t_{n}\right) \in R^{n}$, the set

$$
K_{t}=\{z \in \mathbb{C}:(t, z) \in K\}
$$

does not separate 4 . If $g \in C(K)$, define $g_{t}$ on $K_{t}$ by $g_{t}(z)=g(t, z)$.

Assume that $g \in C(K)$, that each $g_{t}$ is holomorphic in the interior of $K_{t}$ and that $\varepsilon>0$. Then there is a polynomial $P$ in the variables $t_{1}, \ldots, t_{n}, z$ such that

$$
|P(t, z)-g(t, z)|<\varepsilon
$$

for every $(t, z) \in K$.","Let $A$ be the closure in $C(K)$ of the set of all polynomials $P(t, z)$. Since the real polynomials on $R^{n}$ separate points, every $A$-antisymmetric set lies in some $K_{t}$. By Theorem 5.7 it is therefore enough to show that to every $t \in R^{n}$ corresponds an $f \in A$ such that $f_{t}=g_{t}$.  Fix $t \in R^{n}$. By Mergelyan's theorem [23] there are polynomials $P_{i}(z)$ such that  $$ g_{t}(z)=\sum_{i=1}^{\infty} P_{i}(z) \quad\left(z \in K_{t}\right) $$  and $\left|P_{i}\right|<2^{-i}$ if $i>1$. There is a polynomial $Q$ on $R^{n}$ that peaks at $t$, in the sense that $Q(t)=1$ but $|Q(s)|<1$ if $s \neq t$ and $K_{s} \neq \varnothing$. Consider a fixed $i>1$. The functions $\phi_{m}$ defined on $K$ by  $$ \phi_{m}(s, z)=\left|Q^{m}(s) P_{i}(z)\right| $$  form a monotonically decreasing sequence of continuous functions whose limit is $<2^{-i}$ at every point of $K$. Since $K$ is compact, it follows that there is a positive integer $m_{i}$ such that $\phi_{m_{i}}(s, z)<2^{-i}$ at every point of $K$. The series  $$ f(s, z)=\sum_{i=1}^{\infty} Q^{m_{i}}(s) P_{i}(z) $$  converges uniformly on $K$. Hence $f \in A$, and obviously $f_{t}=g_{t}$.",Let $A$ be a closed subalgebra of $C(S)$. Suppose $g \in C(S)$ and $\left.g\right|_{E} \in A_{E}$ for every maximal A-antisymmetric set $E$. Then $g \in A$.;  ;  ; 
6.18,"If $\Lambda_{i} \rightarrow \Lambda$ in $\mathscr{D}^{\prime}(\Omega)$ and $g_{i} \rightarrow g$ in $C^{\infty}(\Omega)$, then $g_{i} \Lambda_{i} \rightarrow g \Lambda$ in $\mathscr{D}^{\prime}(\Omega)$.","Fix $\phi \in \mathscr{D}(\Omega)$. Define a bilinear functional $B$ on $C^{\infty}(\Omega) \times \mathscr{D}^{\prime}(\Omega)$ by  $$ B(g, \Lambda)=(g \Lambda)(\phi)=\Lambda(g \phi) $$  Then $B$ is separately continuous, and Theorem 2.17 implies that  $$ B\left(g_{i}, \Lambda_{i}\right) \rightarrow B(g, \Lambda) \quad \text { as } i \rightarrow \infty $$ Hence  $$ \left(g_{i} \Lambda_{i}\right)(\phi) \rightarrow(g \Lambda)(\phi) $$","Suppose $B: X \times Y \rightarrow Z$ is bilinear and separately continuous, $X$ is an $F$-space, and $Y$ and $Z$ are topological vector spaces. Then

$$
B\left(x_{n}, y_{n}\right) \rightarrow B\left(x_{0}, y_{0}\right) \text { in } Z
$$

whenever $x_{n} \rightarrow x_{0}$ in $X$ and $y_{n} \rightarrow y_{0}$ in $Y$. If $Y$ is metrizable, it follows that $B$ is continuous.;  ;  ; "
6.20,"If $\Gamma$ is a collection of open sets in $R^{n}$ whose union is $\Omega$, then there exists a sequence $\left\{\psi_{i}\right\} \subset \mathscr{D}(\Omega)$, with $\psi_{i} \geq 0$, such that

(a) each $\psi_{i}$ has its support in some member of $\Gamma$,

(b) $\sum_{i=1}^{\infty} \psi_{i}(x)=1$ for every $x \in \Omega$,

(c) to every compact $K \subset \Omega$ correspond an integer $m$ and an open set $W \supset K$ such that

$$
\psi_{1}(x)+\cdots+\psi_{m}(x)=1
$$

for all $x \in W$.","Let $S$ be a countable dense subset of $\Omega$. Let $\left\{B_{1}, B_{2}, B_{3}, \ldots\right\}$ be a sequence that contains every closed ball $B_{i}$ whose center $p_{i}$ lies in $S$, whose radius $r_{i}$ is rational, and which lies in some member of $\Gamma$. Let $V_{i}$ be the open ball with center $p_{i}$ and radius $r_{i} / 2$. It is easy to see that $\Omega=\bigcup V_{i}$.  The construction described in Section 1.46 shows that there are functions $\phi_{i} \in \mathscr{D}(\Omega)$ such that $0 \leq \phi \leq 1, \phi_{i}=1$ in $V_{i}, \phi_{i}=0$ off $B_{i}$. Define $\psi_{1}=\phi_{1}$, and, inductively,  $$ \psi_{i+1}=\left(1-\phi_{1}\right) \cdots\left(1-\phi_{i}\right) \phi_{i+1} \quad(i \geq 1) $$  Obviously, $\psi_{i}=0$ outside $B_{i}$. This gives $(a)$. The relation  $$ \psi_{1}+\cdots+\psi_{i}=1-\left(1-\phi_{1}\right) \cdots\left(1-\phi_{i}\right) $$  is trivial when $i=1$. If (3) holds for some $i$, addition of (2) and (3) yields (3) with $i+1$ in place of $i$. Hence (3) holds for every $i$. Since $\phi_{i}=1$ in $V_{i}$, it follows that  $$ \psi_{1}(x)+\cdots+\psi_{m}(x)=1 \quad \text { if } x \in V_{1} \cup \cdots \cup V_{m} . $$  This gives $(b)$. Moreover, if $K$ is compact, then $K \subset V_{1} \cup \cdots \cup V_{m}$ for some $m$, and $(c)$ follows.",
6.23,"If $W$ is as above, then $\Lambda$ vanishes in $W$.","$W$ is the union of open sets $\omega$ in which $\Lambda$ vanishes. Let $\Gamma$ be the collection of these $\omega$ 's, and let $\left\{\psi_{i}\right\}$ be a locally finite partition of unity in $W$, subordinate to $\Gamma$, as in Theorem 6.20. If $\phi \in \mathscr{D}(W)$, then $\phi=\sum \psi_{i} \phi$. Only finitely many terms of this sum are different from 0. Hence  $$ \Lambda \phi=\sum \Lambda\left(\psi_{i} \phi\right)=0 $$ since each $\psi_{i}$ has its support in some $\omega \in \Gamma$.","If $\Gamma$ is a collection of open sets in $R^{n}$ whose union is $\Omega$, then there exists a sequence $\left\{\psi_{i}\right\} \subset \mathscr{D}(\Omega)$, with $\psi_{i} \geq 0$, such that

(a) each $\psi_{i}$ has its support in some member of $\Gamma$,

(b) $\sum_{i=1}^{\infty} \psi_{i}(x)=1$ for every $x \in \Omega$,

(c) to every compact $K \subset \Omega$ correspond an integer $m$ and an open set $W \supset K$ such that

$$
\psi_{1}(x)+\cdots+\psi_{m}(x)=1
$$

for all $x \in W$.;  ;  ; "
